_id,playerId,gameId,createdAt,data.tangram,data.group,data.id,data.text,data.loadingNextRound,data.community,data.engaged,data.correctness,data.english,data.human,data.newpartner,data.strategy,data.fair,data.feedback,data.satisfied,data.workedWell,data.perspective,data.chatComfort,data.chatUseful,data.events,data.ownGroup
YkyibBzyMpih7426Y,g665jri8a7AyZLKM4,XFepLi46hdo8jijkQ,2021-01-21T20:57:24Z,,,,,,red,10,yes,yes,yes,yes,use short words and same words each time.,yes.,no.,verySatisfied,stronglyAgree,,,yes.,,
ZLZvLzt3YFWeoZ5Gm,GxLyHgZdotiHncJai,tpY4W7eRoxEtupkmw,2021-01-21T20:57:27Z,/experiment/tangram_A.png,red,redA,he has one leg up,true,,,,,,,,,,,,,,,,red
Mnayqkx6PY34TTpgt,q5WzoKF6gMk7td6Xy,XFepLi46hdo8jijkQ,2021-01-21T20:57:30Z,/experiment/tangram_A.png,blue,blueA,Looks like a zombie with one leg up.,true,,,,,,,,,,,,,,,,red
JqsvowRuuo3AkH5Pa,Q72XWrb8xmoDeJgP3,tpY4W7eRoxEtupkmw,2021-01-21T20:57:34Z,/experiment/tangram_D.png,red,redD,"A monk facing left, standing upright, looks like holding something.",true,,,,,,,,,,,,,,,,red
qjGBRpyHy2RvrAZG9,k2rn7JafucZ87tLDN,XFepLi46hdo8jijkQ,2021-01-21T20:57:40Z,/experiment/tangram_A.png,red,redA,"Looks like a zombie with one leg up\n",true,,,,,,,,,,,,,,,,red
sHfdDexcfYaTf2TDW,PgifY8pBJKS6R6yWH,XFepLi46hdo8jijkQ,2021-01-21T20:57:48Z,/experiment/tangram_A.png,red,redA,similar to a zombie on one foot staring at the sky,true,,,,,,,,,,,,,,,,red
DHJxbAGFbn6uH89tT,7QnSd2kfFHmh5gcQ7,tpY4W7eRoxEtupkmw,2021-01-21T20:57:59Z,/experiment/tangram_B.png,blue,blueB,The woman in the dress with triangle titties and triangle hair at the back of her head. She is facing left,true,,,,,,,,,,,,,,,,red
vW9AW5B5Q7NfhKxPw,GxLyHgZdotiHncJai,tpY4W7eRoxEtupkmw,2021-01-21T20:58:08Z,/experiment/tangram_D.png,blue,blueD,Looks like a monk/pope someine in church clothes. he is facing left and holding something in his hands,true,,,,,,,,,,,,,,,,red
BEn9sXsu44mukC36Q,PgifY8pBJKS6R6yWH,XFepLi46hdo8jijkQ,2021-01-21T20:58:28Z,/experiment/tangram_B.png,red,redB,"a guy on his knees, praying with open arms",true,,,,,,,,,,,,,,,,red
LrteiYRanoc6w7E4X,GxLyHgZdotiHncJai,tpY4W7eRoxEtupkmw,2021-01-21T20:58:39Z,/experiment/tangram_B.png,blue,blueB,woman in dress on knees. she is the smallest from all tangrams.,true,,,,,,,,,,,,,,,,red
suZJ3S9swTcPWxDw6,GxLyHgZdotiHncJai,tpY4W7eRoxEtupkmw,2021-01-21T20:58:53Z,/experiment/tangram_C.png,blue,blueC,2 arms up. he looks like he is confused,true,,,,,,,,,,,,,,,,red
C7tBwtc3437gRJbtS,PgifY8pBJKS6R6yWH,XFepLi46hdo8jijkQ,2021-01-21T20:58:58Z,/experiment/tangram_D.png,red,redD,"a stright position guy, holding a box or a candle or some dishesh idk",true,,,,,,,,,,,,,,,,red
i9FykKkqdHMK8t5Ru,GxLyHgZdotiHncJai,tpY4W7eRoxEtupkmw,2021-01-21T20:59:00Z,/experiment/tangram_A.png,blue,blueA,he has one leg up,true,,,,,,,,,,,,,,,,red
ZEbm7eXL98vgZtgGy,7QnSd2kfFHmh5gcQ7,tpY4W7eRoxEtupkmw,2021-01-21T20:59:19Z,,,,,,red,10,yes,no,yes,yes,Making the names for those origami objects and using them. Reffering to them as people,Yes it was fair,No problems,somewhatSatisfied,stronglyAgree,,,Yes it was easy to use,,
BrKPeuJWEo6CCWXFi,PgifY8pBJKS6R6yWH,XFepLi46hdo8jijkQ,2021-01-21T20:59:46Z,/experiment/tangram_C.png,red,redC,"looks like a ghost, oblique orientation, with the arms to the sky, it's a flying guy",true,,,,,,,,,,,,,,,,red
DuTzvTghQW2YJanPS,Q72XWrb8xmoDeJgP3,tpY4W7eRoxEtupkmw,2021-01-21T21:00:23Z,,,,,,red,10,yes,yes,yes,yes,"Always assume complete ignorance of the other person, intructions as clear and simple as possible.","It's okay, i enjoyed the study, and I'm happy I participated.",The server responses were a little slow at times.,somewhatSatisfied,agree,,,"Yes, it seemed okay.",,
LT7gEGw2uovK2PP6M,q5WzoKF6gMk7td6Xy,XFepLi46hdo8jijkQ,2021-01-21T21:00:27Z,,,,,,red,7,yes,no,yes,yes,I was trying to use examples that everyone could understand. Also when playing with one partner I always used same words to desribe same picture so they won't be confused.,"Yes, I feel that the pay was fair.",Responses of one partner were delayed.,verySatisfied,stronglyAgree,,,Yes it was easy to use.,,
fYsW7gCrkM369HyuR,rzzTajaydncxQgw2F,LiXLPe9s6Cnxdjtxv,2021-01-21T21:00:44Z,,,,,,blue,10,yes,no,yes,yes,"At first, I had to figure out the individual figures with my partner. Later, once I knew what names my partner used for the figures, there was no problem in guessing the correct ones.",Very fair. Any additional bonus is good.,"At first I had trouble joining but I refreshed the page and it was fine. During the game, the timing didn't match, I would sometimes start a round when I only had 40 seconds. Twice the answer chose itself, I didn't select anything. There was also a bug, I don't know exactly how to trigger it, but when I became a listener, under certain conditions, a previously selected shape (the shape I selected in the previous round) that had a red border and another shape marked with a black border that later turned out to be the correct one. I don't know why this was happening. Anyway, everything went fairly smoothly, I'm satisfied.",verySatisfied,stronglyAgree,,,"Yes, but I think the messages were delayed.",,
6McuW8vQiBKeN57RX,PgifY8pBJKS6R6yWH,XFepLi46hdo8jijkQ,2021-01-21T21:00:55Z,,,,,,red,10,yes,no,yes,no,describing using keywords,absolutely,none,verySatisfied,stronglyAgree,,,yeah pretty easy,,
kBzoe72ozZNpCC7JA,GxLyHgZdotiHncJai,tpY4W7eRoxEtupkmw,2021-01-21T21:00:58Z,,,,,,red,10,yes,no,yes,yes,make them own names in first couple rounds,yes,as a speaker I didnt load for the first round and game started witchout me.,verySatisfied,stronglyAgree,,,"I think it was laggy. sometimes messages were dealyed. once I got in a second 3 messages when time was on 0:02.\n",,
7izJDiL9ABc86exgM,k2rn7JafucZ87tLDN,XFepLi46hdo8jijkQ,2021-01-21T21:01:51Z,,,,,,red,10,yes,no,yes,yes,I would listen to the speaker at the beggining to make our ""code"" and simply follow the code during next rounds. ,"Yes, i do, i also think it was pretty fun. ","I had a little latency, and also i got few problems during the quiz before game starded (it refreshed the page few times, and i had to type my answers again).",somewhatSatisfied,stronglyAgree,,,"Yes, it was pretty easy. ",,
zFu2RduPAJCykuopN,rquDbQbq4JWtwJAF3,ALPGtS424urRqjoB7,2021-01-21T21:06:06Z,/experiment/tangram_B.png,red,redB,person praying with arms up. Has a triangle falling from his head,true,,,,,,,,,,,,,,,,blue
CkxWiJaz5i5RjBTdb,jZWGtZ3PzGwfyqLce,ALPGtS424urRqjoB7,2021-01-21T21:06:25Z,/experiment/tangram_D.png,blue,blueD,man standing still with left arm open,true,,,,,,,,,,,,,,,,blue
Jhvc6GTgG8nD6p3Kr,rquDbQbq4JWtwJAF3,ALPGtS424urRqjoB7,2021-01-21T21:06:31Z,/experiment/tangram_C.png,red,redC,a person flying with open arms. Has no feet showing,true,,,,,,,,,,,,,,,,blue
BEPqpBQaia9fuBGZn,Ju8orRGqRLq3YN2QE,zEBta7eAuxvtkjmTX,2021-01-21T21:06:34Z,/experiment/tangram_G.png,blue,blueG,Looks like someone dancing. Two triangles on right,true,,,,,,,,,,,,,,,,blue
pE5kwZ43AnDT9fh4b,t6ctfHQ7DEPmGFEYB,zEBta7eAuxvtkjmTX,2021-01-21T21:06:38Z,/experiment/tangram_F.png,blue,blueF,"looks like a person sitting on a wall, with a square head",true,,,,,,,,,,,,,,,,blue
nWHxHi8D3hQY3p8tx,3yzwrP6zwjQAfBhgu,ALPGtS424urRqjoB7,2021-01-21T21:06:39Z,/experiment/tangram_C.png,blue,blueC,"Looks like a person flying, with open arms.",true,,,,,,,,,,,,,,,,blue
DeP8qzbThBBenZspz,vNaGhMY44ag8WvoJa,zEBta7eAuxvtkjmTX,2021-01-21T21:06:40Z,/experiment/tangram_G.png,red,redG,"looks like dancer, has a square to the left and two triangles to the right",true,,,,,,,,,,,,,,,,blue
ceSLH3aRpfviiitvN,Ju8orRGqRLq3YN2QE,zEBta7eAuxvtkjmTX,2021-01-21T21:06:45Z,/experiment/tangram_F.png,blue,blueF,Person sitting against wall,true,,,,,,,,,,,,,,,,blue
k2ZiEWo26AAvCBFyt,jZWGtZ3PzGwfyqLce,ALPGtS424urRqjoB7,2021-01-21T21:06:46Z,/experiment/tangram_C.png,blue,blueC,man flying - arms up without feet,true,,,,,,,,,,,,,,,,blue
br8AooyKY5Q9YzHSk,aK7Jy9gb6q9u683Zu,ALPGtS424urRqjoB7,2021-01-21T21:06:51Z,/experiment/tangram_C.png,red,redC,"Person with two arms up, no legs/feet showing, seems like he's falling down",true,,,,,,,,,,,,,,,,blue
7kTs5CHcwWhnSd3j9,rquDbQbq4JWtwJAF3,ALPGtS424urRqjoB7,2021-01-21T21:06:57Z,/experiment/tangram_D.png,red,redD,"A person standing still pointing left, has a long sleeve",true,,,,,,,,,,,,,,,,blue
qhpkdzhLaBqbJeu7H,Ju8orRGqRLq3YN2QE,zEBta7eAuxvtkjmTX,2021-01-21T21:06:58Z,/experiment/tangram_H.png,blue,blueH,Simple. No limbs. No triangles,true,,,,,,,,,,,,,,,,blue
oDRRkBJs9JYtzJdMx,vNaGhMY44ag8WvoJa,zEBta7eAuxvtkjmTX,2021-01-21T21:07:01Z,/experiment/tangram_F.png,red,redF,"person sitting against a wall. can see leg and foot, square head",true,,,,,,,,,,,,,,,,blue
viva4K4iEwcTsjFvg,tq64WazLuRLW2jFpa,zEBta7eAuxvtkjmTX,2021-01-21T21:07:02Z,/experiment/tangram_E.png,blue,blueE,"Person sitting against a wall, 2 triangles on its head",true,,,,,,,,,,,,,,,,blue
iRTHifi8AFdQmfuJ8,t6ctfHQ7DEPmGFEYB,zEBta7eAuxvtkjmTX,2021-01-21T21:07:07Z,/experiment/tangram_G.png,blue,blueG,"looks like a person dancing, with a square as a head, and two triangles as hand and foot\n",true,,,,,,,,,,,,,,,,blue
afvYEGSMhaALTQGBP,jZWGtZ3PzGwfyqLce,ALPGtS424urRqjoB7,2021-01-21T21:07:08Z,/experiment/tangram_A.png,blue,blueA,zombie - one foot up one down with arms high on left side,true,,,,,,,,,,,,,,,,blue
f4JT9TpbtkgEnQRcy,Ju8orRGqRLq3YN2QE,zEBta7eAuxvtkjmTX,2021-01-21T21:07:09Z,/experiment/tangram_E.png,blue,blueE,Two triangles on top of square,true,,,,,,,,,,,,,,,,blue
tF8rGLqdMgJLPdPDD,aK7Jy9gb6q9u683Zu,ALPGtS424urRqjoB7,2021-01-21T21:07:15Z,/experiment/tangram_A.png,red,redA,"Person with one foot up, and another foot on the floor",true,,,,,,,,,,,,,,,,blue
mh7bdFBq3A5Njwqkk,vNaGhMY44ag8WvoJa,zEBta7eAuxvtkjmTX,2021-01-21T21:07:18Z,/experiment/tangram_H.png,red,redH,"person on knees, can not see any limbs, square for a head",true,,,,,,,,,,,,,,,,blue
3R66kPi2S2Hbg6pRK,3yzwrP6zwjQAfBhgu,ALPGtS424urRqjoB7,2021-01-21T21:07:22Z,/experiment/tangram_D.png,blue,blueD,Looks like a person (kind of a priest) with an open left arm (with a long sleeve).,true,,,,,,,,,,,,,,,,blue
mDjY5RmogLM8ZPxrC,jZWGtZ3PzGwfyqLce,ALPGtS424urRqjoB7,2021-01-21T21:07:23Z,/experiment/tangram_B.png,blue,blueB,man praying/kneeling with arms up,true,,,,,,,,,,,,,,,,blue
fceYLpKWFCnKTtn8g,tq64WazLuRLW2jFpa,zEBta7eAuxvtkjmTX,2021-01-21T21:07:26Z,/experiment/tangram_G.png,blue,blueG,person thats dancing,true,,,,,,,,,,,,,,,,blue
frfQHh4LJiABLC2Lj,t6ctfHQ7DEPmGFEYB,zEBta7eAuxvtkjmTX,2021-01-21T21:07:30Z,/experiment/tangram_E.png,blue,blueE,"two triangles instead of a square as a head, could also say a split head\n",true,,,,,,,,,,,,,,,,blue
ZyDAJv3opHb2dNDWi,Ju8orRGqRLq3YN2QE,zEBta7eAuxvtkjmTX,2021-01-21T21:07:31Z,/experiment/tangram_E.png,red,redE,Two split triangles on top of square.,true,,,,,,,,,,,,,,,,blue
5NpLQBzJjnkTW4Akk,rquDbQbq4JWtwJAF3,ALPGtS424urRqjoB7,2021-01-21T21:07:37Z,/experiment/tangram_A.png,red,redA,"Person walking staring at the ground. A penguin with a backpack. One foot up, one down",true,,,,,,,,,,,,,,,,blue
wpcNYfBeE9k3LWrmt,aK7Jy9gb6q9u683Zu,ALPGtS424urRqjoB7,2021-01-21T21:07:39Z,/experiment/tangram_B.png,red,redB,"Person kneeling down, two arms up, seems like he's praying",true,,,,,,,,,,,,,,,,blue
WQwksFGirpRaawngW,tq64WazLuRLW2jFpa,zEBta7eAuxvtkjmTX,2021-01-21T21:07:41Z,/experiment/tangram_H.png,blue,blueH,"Person sitting on his knees, no limbs",true,,,,,,,,,,,,,,,,blue
MWc4ZSrocYK3R5igf,vNaGhMY44ag8WvoJa,zEBta7eAuxvtkjmTX,2021-01-21T21:07:44Z,/experiment/tangram_E.png,red,redE,"person sitting against wall, square head, two triangles or bunny ears on head",true,,,,,,,,,,,,,,,,blue
KhmShDjttZRx3BQeQ,Ju8orRGqRLq3YN2QE,zEBta7eAuxvtkjmTX,2021-01-21T21:07:45Z,/experiment/tangram_H.png,red,redH,Square head and no limbs,true,,,,,,,,,,,,,,,,blue
jpYy7CqvuierLXhej,t6ctfHQ7DEPmGFEYB,zEBta7eAuxvtkjmTX,2021-01-21T21:07:46Z,/experiment/tangram_H.png,blue,blueH,"the most simple one, with a square as a head and no limbs",true,,,,,,,,,,,,,,,,blue
3S74m75CjqYzz2H3e,jZWGtZ3PzGwfyqLce,ALPGtS424urRqjoB7,2021-01-21T21:07:51Z,/experiment/tangram_D.png,red,redD,man standing still with left arm open,true,,,,,,,,,,,,,,,,blue
hKDFPyW2Nd7TkRf3B,rquDbQbq4JWtwJAF3,ALPGtS424urRqjoB7,2021-01-21T21:07:52Z,/experiment/tangram_D.png,blue,blueD,priest with long sleeve,true,,,,,,,,,,,,,,,,blue
fxywkZJLTsAi6MKqK,3yzwrP6zwjQAfBhgu,ALPGtS424urRqjoB7,2021-01-21T21:07:53Z,/experiment/tangram_A.png,blue,blueA,"Looks like a penguin with a backpack, with one leg up.",true,,,,,,,,,,,,,,,,blue
gFiKzm5bQFML2XRNz,Ju8orRGqRLq3YN2QE,zEBta7eAuxvtkjmTX,2021-01-21T21:07:54Z,/experiment/tangram_F.png,red,redF,person sitting against wall,true,,,,,,,,,,,,,,,,blue
s3D7jPHT9dTDDAiqg,rquDbQbq4JWtwJAF3,ALPGtS424urRqjoB7,2021-01-21T21:07:59Z,/experiment/tangram_C.png,blue,blueC,"person flying\n",true,,,,,,,,,,,,,,,,blue
sR5kYvTrq3QnozQjM,tq64WazLuRLW2jFpa,zEBta7eAuxvtkjmTX,2021-01-21T21:08:01Z,/experiment/tangram_F.png,blue,blueF,"Person sitting with his head down, no triangles on its head",true,,,,,,,,,,,,,,,,blue
YKPo9asTYdBW9Htz9,Ju8orRGqRLq3YN2QE,zEBta7eAuxvtkjmTX,2021-01-21T21:08:07Z,/experiment/tangram_G.png,red,redG,person dancing. two triangles on right. square on top left,true,,,,,,,,,,,,,,,,blue
boXHCeBHbt8nRyt2a,3yzwrP6zwjQAfBhgu,ALPGtS424urRqjoB7,2021-01-21T21:08:14Z,/experiment/tangram_B.png,blue,blueB,"Looks like a person kneeling, with both arms open.",true,,,,,,,,,,,,,,,,blue
ip6xf8m4u3XzfGEpf,tq64WazLuRLW2jFpa,zEBta7eAuxvtkjmTX,2021-01-21T21:08:16Z,/experiment/tangram_H.png,red,redH,"Person sitting on his knees, no limbs",true,,,,,,,,,,,,,,,,blue
KCjhKeLSs6T8fdgo3,jZWGtZ3PzGwfyqLce,ALPGtS424urRqjoB7,2021-01-21T21:08:16Z,/experiment/tangram_B.png,red,redB,man kneeling with arms up - seems like praying,true,,,,,,,,,,,,,,,,blue
FbY8KwCE235tBbmoF,vNaGhMY44ag8WvoJa,zEBta7eAuxvtkjmTX,2021-01-21T21:08:19Z,/experiment/tangram_E.png,blue,blueE,"two triangles on top, square head, leading against wall\n",true,,,,,,,,,,,,,,,,blue
Y3sij5GoF9zF6via6,rquDbQbq4JWtwJAF3,ALPGtS424urRqjoB7,2021-01-21T21:08:24Z,/experiment/tangram_A.png,blue,blueA,"penguin with a backpack, one foot up one down",true,,,,,,,,,,,,,,,,blue
zj7efpogzhRDhRF9e,tq64WazLuRLW2jFpa,zEBta7eAuxvtkjmTX,2021-01-21T21:08:29Z,/experiment/tangram_G.png,red,redG,The one thats dancing,true,,,,,,,,,,,,,,,,blue
8Y2WkYFrAbDvgzAmp,t6ctfHQ7DEPmGFEYB,zEBta7eAuxvtkjmTX,2021-01-21T21:08:29Z,/experiment/tangram_G.png,red,redG,"looks like a person dancing, with a square as a head and two triangles as hand and a foot on the right\n",true,,,,,,,,,,,,,,,,blue
g9E624zTCsxkRGQ3C,jZWGtZ3PzGwfyqLce,ALPGtS424urRqjoB7,2021-01-21T21:08:30Z,/experiment/tangram_C.png,red,redC,man flying with arms up without feet,true,,,,,,,,,,,,,,,,blue
3SJoStoqQ32mKMwtY,aK7Jy9gb6q9u683Zu,ALPGtS424urRqjoB7,2021-01-21T21:08:32Z,/experiment/tangram_D.png,red,redD,"Person facing left, seems like the arm(s) is pointing left",true,,,,,,,,,,,,,,,,blue
yxSP4hxXX8dy3Bwwe,rquDbQbq4JWtwJAF3,ALPGtS424urRqjoB7,2021-01-21T21:08:33Z,/experiment/tangram_B.png,blue,blueB,person praying,true,,,,,,,,,,,,,,,,blue
LCb2TCjrMStcPL4WJ,tq64WazLuRLW2jFpa,zEBta7eAuxvtkjmTX,2021-01-21T21:08:42Z,/experiment/tangram_F.png,red,redF,"Person sitting with his head down, no triangles on its head",true,,,,,,,,,,,,,,,,blue
FMauArAYYahB2mn6y,vNaGhMY44ag8WvoJa,zEBta7eAuxvtkjmTX,2021-01-21T21:08:43Z,/experiment/tangram_G.png,blue,blueG,"dancer, square head to the left, two triangles to the right",true,,,,,,,,,,,,,,,,blue
LvSLaXyfSwBQi7uTs,t6ctfHQ7DEPmGFEYB,zEBta7eAuxvtkjmTX,2021-01-21T21:08:44Z,/experiment/tangram_E.png,red,redE,split head ot two triangles instead of a head,true,,,,,,,,,,,,,,,,blue
zKWzZWcr8wnCDTX73,jZWGtZ3PzGwfyqLce,ALPGtS424urRqjoB7,2021-01-21T21:08:46Z,/experiment/tangram_A.png,red,redA,zombie - one foot up one down with arms on the left ,true,,,,,,,,,,,,,,,,blue
7TKTwPhZFHvkxMvmg,3yzwrP6zwjQAfBhgu,ALPGtS424urRqjoB7,2021-01-21T21:08:46Z,/experiment/tangram_A.png,red,redA,"Looks like a penguin with a backpack, with one leg up.",true,,,,,,,,,,,,,,,,blue
KKWzQMgWRtEg3cMd2,tq64WazLuRLW2jFpa,zEBta7eAuxvtkjmTX,2021-01-21T21:08:56Z,/experiment/tangram_E.png,red,redE,"person sitting against wall, 2 triangles on its head",true,,,,,,,,,,,,,,,,blue
Yoo2EGB5McsTZH7bi,vNaGhMY44ag8WvoJa,zEBta7eAuxvtkjmTX,2021-01-21T21:08:58Z,/experiment/tangram_F.png,blue,blueF,"person sitting down, can see foot and leg, ",true,,,,,,,,,,,,,,,,blue
HJQ2Qev5LQw9hvy8S,aK7Jy9gb6q9u683Zu,ALPGtS424urRqjoB7,2021-01-21T21:09:00Z,/experiment/tangram_B.png,blue,blueB,"Person kneeling down, two arms up",true,,,,,,,,,,,,,,,,blue
jYBxBiumQSNwCTiGd,t6ctfHQ7DEPmGFEYB,zEBta7eAuxvtkjmTX,2021-01-21T21:09:00Z,/experiment/tangram_H.png,red,redH,"the most simple one, with a square as a head and no limbs",true,,,,,,,,,,,,,,,,blue
uumBdbuBnqbDQZ33h,3yzwrP6zwjQAfBhgu,ALPGtS424urRqjoB7,2021-01-21T21:09:01Z,/experiment/tangram_C.png,red,redC,"Looks like a person flying, with open arms.",true,,,,,,,,,,,,,,,,blue
SQot7YMygCxpNc9Ay,bqH3zYnsBEv4LcwcX,cB6MesaW8Y3aHmFHp,2021-01-21T21:09:10Z,/experiment/tangram_E.png,red,redE,Bunny ears ,true,,,,,,,,,,,,,,,,blue
symAytXftJLkjBmxf,vNaGhMY44ag8WvoJa,zEBta7eAuxvtkjmTX,2021-01-21T21:09:11Z,/experiment/tangram_H.png,blue,blueH,"person on knees, can not see any limbs",true,,,,,,,,,,,,,,,,blue
zKxdfKzjh9ArQjKz4,bqH3zYnsBEv4LcwcX,cB6MesaW8Y3aHmFHp,2021-01-21T21:09:18Z,/experiment/tangram_H.png,red,redH,Simple figure ,true,,,,,,,,,,,,,,,,blue
EFh6agvM7PQMknXk7,t6ctfHQ7DEPmGFEYB,zEBta7eAuxvtkjmTX,2021-01-21T21:09:23Z,/experiment/tangram_F.png,red,redF,"looks like a person sitting on a wall, with a square as a head",true,,,,,,,,,,,,,,,,blue
sT7kR8kcDnA8g9uep,ZyYRxos7ZSot85oiT,cB6MesaW8Y3aHmFHp,2021-01-21T21:09:28Z,/experiment/tangram_H.png,blue,blueH,simple tall object,true,,,,,,,,,,,,,,,,blue
hhpBP4NmvNMiFuzq2,bqH3zYnsBEv4LcwcX,cB6MesaW8Y3aHmFHp,2021-01-21T21:09:30Z,/experiment/tangram_G.png,red,redG,Dancing/Jumping human ,true,,,,,,,,,,,,,,,,blue
vRPGhanf4itRvzWT4,aK7Jy9gb6q9u683Zu,ALPGtS424urRqjoB7,2021-01-21T21:09:32Z,/experiment/tangram_C.png,blue,blueC,"Person falling down, two arms up, and the legs/feet are not visible. ",true,,,,,,,,,,,,,,,,blue
mg52vh5BeoBDd9R74,ZyYRxos7ZSot85oiT,cB6MesaW8Y3aHmFHp,2021-01-21T21:09:37Z,/experiment/tangram_F.png,blue,blueF,sitting down man with knees up,true,,,,,,,,,,,,,,,,blue
ri9joCtzv3dwcYkvB,3yzwrP6zwjQAfBhgu,ALPGtS424urRqjoB7,2021-01-21T21:09:37Z,/experiment/tangram_D.png,red,redD,"Looks like a person (kind of like a priest), with an open left arm (with a long sleeve).",true,,,,,,,,,,,,,,,,blue
2C7e4khmnHhWQSiuo,bqH3zYnsBEv4LcwcX,cB6MesaW8Y3aHmFHp,2021-01-21T21:09:39Z,/experiment/tangram_F.png,red,redF,"Side view, sad human \n",true,,,,,,,,,,,,,,,,blue
sJcG2TXJ4kqehw5RH,Ju8orRGqRLq3YN2QE,zEBta7eAuxvtkjmTX,2021-01-21T21:09:45Z,,,,,,blue,9,yes,yes,yes,yes,Using words that the other people said to me when I was the speaker,Yes,,verySatisfied,stronglyAgree,,,Yes,,
ymoQqahSpwBgmCJb3,bqH3zYnsBEv4LcwcX,cB6MesaW8Y3aHmFHp,2021-01-21T21:09:49Z,/experiment/tangram_G.png,blue,blueG,Dancing human ,true,,,,,,,,,,,,,,,,blue
uzZTmaez9LEmY72q9,3yzwrP6zwjQAfBhgu,ALPGtS424urRqjoB7,2021-01-21T21:09:52Z,/experiment/tangram_B.png,red,redB,"Looks like a person kneeling, with both arms open.",true,,,,,,,,,,,,,,,,blue
e2e9TuN6YZWjmmSYJ,ZyYRxos7ZSot85oiT,cB6MesaW8Y3aHmFHp,2021-01-21T21:09:53Z,/experiment/tangram_G.png,blue,blueG,"dancing, moving in all directions",true,,,,,,,,,,,,,,,,blue
abYsj3ryP77mdb8LG,vNaGhMY44ag8WvoJa,zEBta7eAuxvtkjmTX,2021-01-21T21:09:54Z,,,,,,blue,9,yes,yes,no,yes,describle what i see,no,loading was too slow,somewhatSatisfied,agree,,,yes,,
drJf24s842tsG3gdG,rquDbQbq4JWtwJAF3,ALPGtS424urRqjoB7,2021-01-21T21:09:57Z,,,,,,blue,9,yes,no,yes,yes,use keywords for each image with each person,yes,no,somewhatSatisfied,stronglyAgree,,,yes,,
GK2tFrBJx5zS4Y46c,eBFt3mn58KLn6fM2R,cB6MesaW8Y3aHmFHp,2021-01-21T21:09:57Z,/experiment/tangram_E.png,red,redE,"It looks like a bunny with big ears sitting down\n",true,,,,,,,,,,,,,,,,blue
45aYdWmgtFrqFEDmG,bqH3zYnsBEv4LcwcX,cB6MesaW8Y3aHmFHp,2021-01-21T21:10:01Z,/experiment/tangram_F.png,blue,blueF,Side view/ bend knees/ sad human ,true,,,,,,,,,,,,,,,,blue
sSiiNc9sFXtqFeo78,aK7Jy9gb6q9u683Zu,ALPGtS424urRqjoB7,2021-01-21T21:10:05Z,/experiment/tangram_D.png,blue,blueD,"Person facing left, with its arm(s) poiting left as well. Looks like he has long sleeves",true,,,,,,,,,,,,,,,,blue
4QgoYTFYac9fqvXTT,PAghSxd3P2755Fq3F,cB6MesaW8Y3aHmFHp,2021-01-21T21:10:07Z,/experiment/tangram_G.png,blue,blueG,"Dancing figure. Trying to get up, facing down",true,,,,,,,,,,,,,,,,blue
ffPTcdvgREJdjcYaC,bqH3zYnsBEv4LcwcX,cB6MesaW8Y3aHmFHp,2021-01-21T21:10:07Z,/experiment/tangram_H.png,blue,blueH,Simple figure human ,true,,,,,,,,,,,,,,,,blue
SvthK8A5u25kAcfWa,diJXDCjSTTMwuMQ7A,aLuopkgfJ8GHWfPNP,2021-01-21T21:10:15Z,/experiment/tangram_B.png,red,redB,"deformed, sitting down on their knees",true,,,,,,,,,,,,,,,,blue
HLdCDSF3ZWvL4qhHn,ZyYRxos7ZSot85oiT,cB6MesaW8Y3aHmFHp,2021-01-21T21:10:18Z,/experiment/tangram_E.png,blue,blueE,like a mountain and at the top a box with wings,true,,,,,,,,,,,,,,,,blue
ykpvpezmsP8AwqFKC,bqH3zYnsBEv4LcwcX,cB6MesaW8Y3aHmFHp,2021-01-21T21:10:23Z,/experiment/tangram_E.png,blue,blueE,Bunny ears/ hill with a box on top of it ,true,,,,,,,,,,,,,,,,blue
mS3cKBeKjLn8j7NZo,eBFt3mn58KLn6fM2R,cB6MesaW8Y3aHmFHp,2021-01-21T21:10:23Z,/experiment/tangram_F.png,red,redF,"It looks like a man sitting down, with his knees up and his head tilted down (kind of sad)",true,,,,,,,,,,,,,,,,blue
Jnn72SfTX2BTvhPaF,Qu3W23ScTXpnfWBH6,CbjGXYiEYK62c59ta,2021-01-21T21:10:26Z,/experiment/tangram_E.png,red,redE,sitting down bunny ears,true,,,,,,,,,,,,,,,,red
Wcg6nRMLaq62cS3QP,aK7Jy9gb6q9u683Zu,ALPGtS424urRqjoB7,2021-01-21T21:10:26Z,/experiment/tangram_A.png,blue,blueA,Person with one foot down and another up. The foot that's up is facing left,true,,,,,,,,,,,,,,,,blue
m9jDKGnh9BM4vFMvT,PAghSxd3P2755Fq3F,cB6MesaW8Y3aHmFHp,2021-01-21T21:10:30Z,/experiment/tangram_E.png,blue,blueE,Looks like Bunny ears,true,,,,,,,,,,,,,,,,blue
zhbtmCRWk2yT3vhuw,tq64WazLuRLW2jFpa,zEBta7eAuxvtkjmTX,2021-01-21T21:10:30Z,,,,,,blue,10,yes,no,yes,yes,Describing it as simple and precisive as I could,Yes,Not really,verySatisfied,stronglyAgree,,,Yes,,
FYmLCvrYfH9xMBtMA,Q6SRkZJRdjCHvmN38,aLuopkgfJ8GHWfPNP,2021-01-21T21:10:30Z,/experiment/tangram_A.png,blue,blueA,It has on foot in the air.,true,,,,,,,,,,,,,,,,blue
